flag,vessel_name,mmsi,imo,rmi_eez_fishing_hours,tonga_eez_fishing_hours,nauru_eez_fishing_hours,vanuatu_eez_fishing_hours,hsp2_fishing_hours,hsp3_fishing_hours,hsp1_fishing_hours,usa2_eez_fishing_hours,hsp4_fishing_hours,hsp5_fishing_hours,usa_eez_fishing_hours,hsp7_fishing_hours,hsp6_fishing_hours,palau_eez_fishing_hours,fsm_eez_fishing_hours,kirbati2_eez_fishing_hours,png_eez_fishing_hours,fiji_eez_fishing_hours,tuvalu_eez_fishing_hours,kiribati1_eez_fishing_hours,solomon_islands_eez_fishing_hours
JPN,KATSUMARU  NO58,431001235,,,,,,,107.23,402.77,,,,,,,,,,,,,,
JPN,KIFUKU MARU NO36,431600275,9115676,2.44,,,,,1.62,,,,,,,,,,,,,,,
JPN,KINEI MARU NO118,432453000,9311907,,,,,,1.82,,,,,,,,,,,1203.2,,,,
JPN,KINEI MARU NO135,432444000,9311921,,,,,,8.48,,,123.04,,,,,,1043.93,,50.79,,,,
JPN,KINEI MARU NO53,431380000,9189031,,,,,,,,2.26,,,,,,,756.36,,807.16,,,,
JPN,KINEIMARU NO128,432367000,9281102,,,,,,,5.29,,,,,,,16.48,,,,,,,
JPN,KINSEIMARU NO3,431680630,,,,,,,,666.04,,,,,,,,,,,,,,
JPN,KIYO  MARU NO28,431795000,9128697,212.76,,,,,94.37,174.39,,,,,,,,4.14,,,,,,
JPN,KIYO MARU NO18,431914000,,216.34,,,,,34.15,126.19,,,,,,,,56.34,,,,,,
JPN,KOEIMARU NO8,431680190,,,,,,,,434.88,,,,,,,,,,,,,,
JPN,KOHRYOMARU,431009306,,,,,,,,2.42,,,,,,,,,,,,,,
JPN,KORYUMARU,431000168,,,,,,,377.49,,,,,,,,,,,,,,,
JPN,KOTOSHIROMARU NO58,432914000,,0.62,,,,,,,,,,,,,,,,,,,,
JPN,KOURYOUMARU NO3,431602346,,,,,,,,122.92,,,,,,,,,,,,,,
JPN,KOYOMARU NO78,431181000,9991018,,,,,,,4.14,,,,,,,,37.59,,117.82,,,,
JPN,KYOYOMARU NO3,431487000,9194945,135.31,,,,,145.35,10.52,,,,,,,,,,,,,,
JPN,MEIHO MARU NO22,431801000,9119751,,,,,,122.81,214.86,0.86,,,,,,,,,,,,,
JPN,MEIHO MARU NO37,431579000,,,,,,,193.92,179.97,,,,,,,,,,,,,,
JPN,MIAMARU NO58,431001322,,,,,,,708.98,,,,,,,,,,,,,,,
JPN,MIAMARU NO78,431005871,,,,,,,74.19,,1.17,,,,,,,,,,,,,
JPN,MIKIMARU NO1,431012995,,,,,,,,19.72,,,,,,,,,,,,,,
JPN,MIYAMARU NO18,432845000,9634749,,,,,,,0.4,,,,,,,,26.78,,0.2,,,,
JPN,NAN,431200503,,,,,,,,108.64,,,,,,,,,,,,,,
JPN,NANAEMARU,431680770,,,,,,,,223.68,,,,,,,,,,,,,,
JPN,"NIKKO MARU N0,11",431768000,,,,,,,108.9,45.81,,,,,,,,37.2,,,,,,
JPN,NIKKO MARU NO1,431769000,,,,,,,82.51,367.94,,,,,,,,38.84,,,,,,
JPN,NIKKO MARU NO51,431935000,9162576,,,,,,313.32,240.09,,,,,,,,48.45,,,,,,
JPN,NIKKOMARU NO111,431255000,9775189,136.67,,,,,104.7,99.7,,,,,,,,101.18,,,,,,
JPN,"NO,88  EIYUUMARU",431002571,,,,,,,,43.51,,,,,,,904.3,,,,,,,
JPN,NO1 SEIKICHIMARU,431680790,,,,,,,,697.22,,,,,,,,,,,,,,
JPN,NO11 MITSUMARU,431602086,,,,,,,557.7,,,,,,,,,,,,,,,
JPN,NO128 KAIGATAMARU,432984000,9709831,,,,,,,,,,,,,,,,,11.17,,,,
JPN,NO18 KOUYUUMARU,431016137,,,,,,,173.49,,,,,,,,,,,,,,,
JPN,NO18 NANKAIMARU,431680730,,,,,,,,465.82,,,,,,,637.47,,,,,,,
JPN,NO18AYAMARU,431680113,,,,,,,,46.12,,,,,,,6.31,,,,,,,
JPN,NO1HIRONAMARU,431680780,,,,,,,,0.25,,,,,,,,,,,,,,
JPN,NO21  TOKUHOUMARU,431680156,,,,,,,,282.5,,,,,,,,,,,,,,
JPN,NO21 ZENRIKIMARU,431680225,,,,,,,,112.2,,,,,,,,,,,,,,
JPN,NO32 TOKUSYOMARU,431600850,,,,,,,,352.39,,,,,,,,,,,,,,
JPN,NO33 KAIENMARU,431501170,,,,,,,,509.96,,,,,,,,,,,,,,
JPN,NO33 TOKUSYOUMARU,431200460,,,,,,,,355.54,,,,,,,,,,,,,,
JPN,NO37 RYOSYOUMARU,431680136,,,,,,,,853.53,,,,,,,,,,,,,,
JPN,NO38 KAIENMARU,431600420,,,,,,,,910.99,,,,,,,,,,,,,,
JPN,NO38 KOKUSHINMARU,431002995,,,,,,,,397.18,,,,,,,,,,,,,,
JPN,NO38MANEIMARU,431680141,,,,,,,,457.19,,,,,,,990.73,,,,,,,
JPN,NO3MIEMARU,431680230,,,,,,,,502.67,,,,,,,,,,,,,,
JPN,NO51 NAOMARU,431601317,,,,,,,,64.62,,,,,,,,,,,,,,
JPN,NO58 AYAMARU,431301296,,,,,,,,289.58,,,,,,,263.06,,,,,,,
JPN,NO5YUSEIMARU,431680580,,,,,,,,417.09,,,,,,,,,,,,,,
JPN,NO71KAIENMARU,431500360,,,,,,,160.07,761.64,,,,,,,,,,,,,,
JPN,NO7FUKUKYUMARU,431733000,9951202,8.04,,,,,,,,,,,,,,,,,,,,
JPN,NO8 KAIHOUMARU,431501173,,,,,,,,7.83,,,,,,,,,,,,,,
JPN,NO8 KAIOUMARU,431501646,,,,,,,,424.89,,,,,,,,,,,,,,
JPN,NO8 SYOUKIMARU,431500960,,,,,,,,136.3,,,,,,,550.93,,,,,,,
JPN,NO83INARIMARU,431903000,9156747,,,,,,,456.1,6.78,,,,,,,,,,,,,
JPN,NO8KOUSHINMARU,431600660,,,,,,,191.37,324.92,,,,,,,,,,,,,,
JPN,NO8MATSUITIMARU,431680210,,,,,,,,322.4,,,,,,,78.18,,,,,,,
JPN,NO8TAIKEIMARU,431601590,,,,,,,,221.65,,,,,,,874.26,,,,,,,
JPN,RINA MARU,431500720,,,,,,,,162.48,,,,,,,,,,,,,,
JPN,RURI OCEAN,431379000,9999838,,,,,,,1.0,,,,,,,,,,,,,,
JPN,RYOAN MARU NO85,432319000,8974661,,,,,,,,,,,,,,,827.76,,349.91,,,,
JPN,RYOEIMARU NO11,431009932,,,,,,,,50.86,,,,,,,,,,,,,,
JPN,RYOUEIMARU,431004389,,,,,,,216.82,181.24,,,,,,,,,,,,,,
JPN,RYUUSEIMARU,431024439,,,,,,,,5.24,,,,,,,,,,,,,,
JPN,SEIRYO MARU NO18,431002127,,,,,,,151.48,248.13,,,,,,,,,,,,,,
JPN,SEIYOSHI MARU,431601620,,,,,,,,419.19,,,,,,,,,,,,,,
JPN,SHICHIHUKUJIN MARU,431603270,,,,,,,83.91,17.97,,,,,,,,,,,,,,
JPN,SHINEI MARU,431601572,,,,,,,6.32,338.3,,,,,,,,,,,,,,
JPN,SHINSEI NO71,431501176,,,,,,,114.92,183.51,,,,,,,,,,,,,,
JPN,SHOEI MARU NO123,432918000,,,,,,,,,,,,,,,,1361.47,,675.04,,,,
JPN,SHOEI MARU NO18,431693000,9115274,,,,,,,70.51,,,,,,,,,,,,,,
JPN,SHOEI MARU NO38,431680000,9105164,,,,,,106.51,4.15,,,,,,,,,,,,,,
JPN,SHOEI MARU NO8,431001270,,172.56,,,,,110.15,,,,,,,,,10.02,,,,,,
JPN,SHOEIMARU,431006558,,,,,,,,278.53,,,,,,,,,,,,,,
JPN,SHOEIMARU NO7,431700260,9120023,,,,,76.98,,,,,,,,,,716.11,,674.06,,,,
JPN,SHOFUKU MARU NO7,431700550,9011179,,,,,,,0.18,,,,,,,,,,,,,,
JPN,SHOFUKU MARU NO8,432282000,,,,,,,212.29,,,,,,,,,1115.36,,,,,,
JPN,SHOFUKUMARU NO18,432987000,9709843,,,,,,,,,,,,,,,809.23,,,,,,
JPN,SHOKIMARU NO31,431014428,,,,,,,,39.09,,,,,,,0.52,,,,,,,
JPN,SHOKIMARU NO36,431159000,9066306,,,,,,,,,,,1.1,,,,62.03,,52.3,,,,
JPN,SHOUN MARU NO1,431741000,9890771,,,,,,,,,,,,,,,2.81,,,,,,
JPN,TACHIBANA 2,431659000,9817468,,,,,,,,,,,,,,,,,307.71,,,,
JPN,TAIKEIMARU NO1,431796000,,,,,,,,,,,,,,,,14.63,,,,,,
JPN,TAIKEIMARU NO18,431600680,,,,,,,,246.95,,,,,,,,,,,,,,
JPN,"TAKAMARU NO,23",431600140,,,,,,,56.32,4.67,,,,,,,,,,,,,,
JPN,TATSUMARU NO68,431053000,8944147,,,,,,,,,35.06,,,,,,2069.34,,,,,,
JPN,TATSUYOSHIMARU,432256000,,,,,,,,12.77,,,,,,,,,,,,,,
JPN,TOKIWA MARU NO28,431399000,,,,,,,,,,,,,,,,0.49,,,,,,
JPN,TOKIWA MARU NO38,431541000,9874959,,,,,0.47,,,,,,,,,,0.88,,49.6,,,,
JPN,TOKIWAMARU NO18,431310000,,,,,,,,,,,,,,,,,,27.65,,,,8.91
JPN,TOKUEIMARU NO17,431410000,9810745,48.33,,,,,128.6,196.58,,,,19.34,,,,,,,,,,
JPN,TOKUSHOMARU NO37,431010018,,,,,,,,575.3,,,,,,,,,,,,,,
JPN,TOMOKITI MARU,431016336,,,,,,,,39.4,,,,,,,,,,,,,,
JPN,TOSAKAIEN MARU,431000650,9615547,,,,,,140.97,,,,,,,,,,,,,,,
JPN,TOSHIMAMARU NO21,431680680,,,,,,,,546.57,,,,,,,,,,,,,,
JPN,TOYOKUNI MARU NO31,431714000,,,,,,,,,,,,,0.33,,,,,,,,,
JPN,TOYOKUNI MARU NO8,431722000,9115250,,,,,,139.63,241.18,,,,0.27,,,,60.66,,,,,,
JPN,WAKABAMARU NO5,432410000,9281097,,,,,0.13,,,,,,,,,,,,,,,,
JPN,WAKABAMARU NO5 222,431009573,,,,,,,,,,,,,,,,,,200.25,,,,
JPN,WAKAMARU,431680154,,,,,,,,552.28,,,,,,,,,,,,,,
JPN,WAKATAKE MARU,431454000,9799472,,,,,,,,,,,,,,12.46,,,,,,,
JPN,YACHIYOMARU NO18,431000662,,,,,,,,92.51,,,,,,,,,,,,,,
JPN,YACHOMARU NO21,431009454,,,,,,,,72.49,,,,,,,,,,,,,,
JPN,YAHATAMARU NO5,432878000,9658549,,,,,,,,,,,,,,,702.13,,,,,,
JPN,YAHATAMARU NO68,431361000,,,,,,,,,,,,,,,,4183.5,,,,,,
JPN,YAIZU,432706000,9524877,,,,,,1.72,43.08,,,,,,,,0.71,,,,,,
JPN,YAMASAKITATSUEIMARU,431011762,,,,,,,247.55,,,,,,,,,,,,,,,
JPN,YASUEIMARU,431600640,,,,,,,,7.66,,,,,,,,,,,,,,
JPN,YUHOUMARU NO38,431600210,,,,,,,,103.34,,,,,,,311.01,,,,,,,
JPN,YUJINMARU,431501805,,,,,,,488.2,34.63,,,,,,,,,,,,,,
JPN,YUJINMARU NO83,431008919,,,,,,,,366.99,,,,,,,,,,,,,,
JPN,YUKI MARU NO11,431200343,,,,,,,182.7,340.76,,,,,,,,,,,,,,
JPN,YUKOMARU NO5,431200702,,,,,,,802.48,309.62,,,,,,,,,,,,,,
JPN,YUUJINMARU  NO55,431602069,,,,,,,,89.2,,,,,,,,,,,,,,
JPN,YUUJINMARU NO2,431200599,,,,,,,,65.69,,,,,,,,,,,,,,
JPN,YUUJINMARU NO20,431500220,,,,,,,141.53,294.63,,,,,,,,,,,,,,
JPN,YUUJINMARU NO5,431501647,,,,,,,182.14,28.78,,,,,,,,,,,,,,
JPN,YUUJINMARU NO58,431601917,,,,,,,312.37,58.18,,,,,,,,,,,,,,
JPN,YUUZINMARU NO53,431602128,,,,,,,,327.66,,,,,,,,,,,,,,
KIR,BLUE FORTUNE 31,529054000,,,,,,,,,,,,,,368.82,,,,,67.76,,1332.97,
KIR,BLUE FORTUNE 32,529055000,,,,,,,,,,,,,,272.1,,,,,9.01,,1445.32,
KIR,KIBENA 1,529027000,9934424,153.76,,48.74,,,,,,,,,,,,123.43,,91.03,,22.39,467.87,161.45
KIR,KIBENA 2,529030000,9959682,136.9,,98.84,,,,,,,,,,,,,,62.56,,10.55,368.43,2.33
KIR,KIBENA 3,529036000,9973999,19.03,,221.52,,,,,,,,,,,,15.13,,247.67,,,588.31,
KIR,KIBENA 6,529044000,1024168,126.77,,,,,,,,,,,,,,59.86,0.1,,,,34.64,
KIR,KIBENA 7,529045000,1024170,,,,,,,,,,,,,,,10.01,,,,,9.43,
KIR,MAMAUTARI,529695000,8003278,,,,,,,,,,,,67.9,10.05,,,216.81,,,33.6,0.1,
KIR,MARIBO 61,529051000,1071123,88.75,,57.58,,,,,,,,,,,,3.48,,,,,154.12,
KIR,MARIRAOI,529440000,8003230,,,,,,,,,,,,,,,17.64,,3.07,,,,11.4
KIR,MARORAOI,529687000,8103080,,,,,,,,,,,,,,,,,,,,,14.02
KIR,MOAKONA,529783000,9699581,,,,,,,,,,,,,,,0.6,,,,,,2.98
KIR,TEKINATIII,529039000,,,,,,,,,,,,,,,,,,,,,336.52,
KIR,TEMANIM 01,529033000,9963176,,,,,,,,,,,,,,,,,,,,3784.98,
KIR,TEMANIM 02,529034000,9963188,31.14,,,,,7.4,11.69,3.39,,,,,,,,,,,,3842.85,
KIR,TEMANIM 03,529035000,9963190,24.96,,,,,5.66,24.98,,,,,,,,,,,,,3602.25,
KOR,212 DONG W0N,440620000,8843111,,,,,,,,,578.96,,,129.62,623.45,,,,,1.92,,,
KOR,305 ORYONG,440656000,8703878,0.71,,,,,,,,,,,93.04,,,,,,,,,
KOR,306 ORYNG,440733000,8703880,,,,,,,,,,,,49.43,,,,,,,,,
KOR,311 ORYONG,440987000,8714164,,,,,,,,,,,,1.62,,,,,,,,,
KOR,315 O RYONG,440731000,8714188,,,,,,0.56,,,,,,494.04,,,,,,,,,
KOR,316ORYONG,440986000,9042037,,,,,,5.48,,4.07,487.96,,,,270.37,,,,,,,,
KOR,317ORYONG,440045000,9042049,,,,,,3.35,,,,,,,,,,,,,,,
KOR,353 ORYONG,440989000,8703440,,,,,,0.2,,,164.7,,,380.7,,,,,,,,,
KOR,372 OYANG,441018000,8920907,,,,,,,,,,,,409.9,,,,,,,,,
KOR,375 ORYONG,441584000,9152179,,,,,,,,,,,,,402.73,,,,,,,,
KOR,377 ORYONG,441650000,9047893,4.07,,,,,1.05,,,,,,,,,,,,,,,
KOR,501 NAM GUNG,440919000,8703854,,,,,,,,,2204.3,,,,138.42,,,,,,,,
KOR,619 DONGWON,440809000,8815671,,,,,,,,,436.61,,,,394.84,,,,,,,,
KOR,716 ORYONG,440934000,8717879,,,,,,0.46,,,,,,169.02,,,,,,,,,
KOR,718-ORYONG,440935000,8815695,1.0,,,,,,,,,,,468.53,,,,,,,,,
KOR,725 ORYONG         0,440886000,9041100,,,,,,,,,,,,122.55,,,,,,,,,
KOR,731ORYONG,440920000,8920919,,,,,,,,,440.34,,,,,,,,,,,,
KOR,733 ORYONG,440931000,9041112,,,,,,,,,,,,53.64,147.31,,,,,,,,
KOR,82 AGNES,440772000,8714061,,,,,,,,,331.51,,,783.73,182.31,,,,,,,,
KOR,AGNES 83,441043000,9012331,,,,,,,,,1803.69,4.52,,,46.38,,,,,,,,
KOR,AGNES 90 HO,440770000,9042025,,,,,,,,,1135.95,,,,597.24,,,,,,,,
KOR,ATUN TRES,440992000,8821553,,,,,,,,,,,,166.89,,,,,,,,,
KOR,BONAMI,441489000,9848869,,,,,,,,,,,,,,,2.39,,13.95,,,,3.37
KOR,DONGWON NO203,440858000,8717805,,,,,,,,,1383.16,,,111.47,266.63,,,,,3.21,,,
KOR,DONGWON NO205,440788000,8717817,,,,,,2.98,,,,,,45.56,999.74,,,,,,,,
KOR,HANARA,440357000,9743435,,,,,,,,,,,,,,,,,2.1,,,,
KOR,JANG BO GO,441493000,9511301,,,,,,,,,,,,,,,,,0.46,,,,0.78
KOR,JUBILEE,441472000,9848857,,,,,,,,,,,,,,,,,,,,,0.49
KOR,MIRAERO,440226000,9713985,,,,,,,2.36,,,,,,,,,,,,1.81,1.69,18.6
KOR,NO 355 OYANG,441098000,8905593,,,,,,,,,321.21,,,19.29,,,,,,,,,
KOR,NO 901 ORYONG,441439000,9895850,,,,,,,,,359.26,,,76.48,1222.17,,,,,67.03,,3.13,
KOR,NO1 CHIL SUNG,440821000,8717855,,,,,,,,2.41,,,,,,,,,,,,0.61,
KOR,NO11 HAE CHEON,440699000,8921250,,,,,,,,,,,,757.86,,,,,,,,,
KOR,NO2 KYUNG YANG,440773000,8805315,,,,,,0.46,,,1118.35,,,,,,,,,,,0.43,
KOR,NO202 HAE CHEON,440941000,8714176,,,,,,,,,828.22,,,368.62,35.27,,,,,,,,
KOR,NO208 DONGWON,440574000,9042013,,,,,,,,,1463.1,,,,,,,,,0.37,,,
KOR,NO303 HAE CHEON,440846000,8703892,,,,,,,,,2173.27,,,,140.45,,,,,,,,
KOR,NO36HANSUNG,440820000,8619388,0.94,,,,,,,,1555.73,,,,471.46,,,,,,,,
KOR,NO38 HANSUNG,440590000,8717843,,,,,,,,,2042.2,,,,410.47,,,,,,,,
KOR,NO39HANSUNG,440239000,9046409,,,,,,,,,295.09,,,,73.61,,,,,,,,
KOR,NO5 KYUNG YANG,441680000,8703464,0.82,,,,,,,,1594.53,,,,11.58,,,,,,,,
KOR,NO509NAMGUNG,440339000,8619261,6.66,,,,,,,,,,,,,,,,,,,,
KOR,NO518NAMGUNG,440751000,8714102,,,,,,,,,,,,,385.8,,,,,,,,
KOR,NO55SHINYUNG,440503000,8815724,,,,,,,,,367.74,,,,,,,,,,0.58,3.19,
KOR,NO56 SHIN YUNG,440504000,8619326,,,,,,,,,52.285000000000004,,,206.15,,,,,,,,,
KOR,NO620 DONG WON,440952000,8821498,1.25,,,,,,,,995.61,,,,477.01,,,,,,,,
KOR,NO621 DONG WON,440780000,8905567,10.05,,,,,,,,987.49,,,1283.16,1049.94,,,,,,,3.54,
KOR,NO622 DONGWON,440641000,8905579,0.62,,,,,,,,,,,,,,,,,,,,
KOR,NO623 DONGWON,440781000,8905581,,,,,,,,,1794.83,,,717.89,507.98,,,,,,,,
KOR,NO631DONGWON,440895000,8911310,,,,,,2.67,,,600.48,,,425.86,220.46,,,,,,,0.39,
KOR,NO632 DONG WON,440954000,8911322,0.07,,,,,,,,,,,4.85,,,,,,,,,
KOR,NO633 DONGWON,440894000,8911334,1.91,,,,,,,,696.26,,,961.39,748.99,,,,,,,,
KOR,NO707 HAE CHEON,440787000,8821503,,,,,,,,,,,,117.59,,,,,,,,,
KOR,NO8 KYUNGYANG,441251000,9005297,,,,,,,,,,,,,312.88,,,,,,,,
KOR,NO9 KYUNG YANG,440647000,8610629,0.36,,,,,,,,1471.56,,,,460.72,,,,,,,,
KOR,O RYONG NO717,440807000,8815683,,,,,,,,,261.39,,,,,,,,,,,,
KOR,OCEAN ACE,441024000,9386665,,,,,,,,,,,,,,,1.28,,72.49,,,,0.32
KOR,OCEAN MASTER,440823000,8812227,,,,,,,,,,,,,,,,,4.88,,,,8.61
KOR,ORYONG 325,440055000,9019509,,,,,,,,,,,,,235.51,,,,,,,,
KOR,ORYONG NO 722,440936000,8829543,0.07,,,,,,,,,,,255.51,,,,,,,,,
KOR,ORYONG NO723,440885000,9019315,,,,,,,,,,,,170.08,,,,,,,,,
KOR,PANALOX 502,440617000,,,,,,,,8.77,,505.03,,,12.77,,,,,,,,,
KOR,PANALOX 503,440517000,,,,,,,,,,293.87,,,,,,,,,,,,
KOR,PANALOX 506,440522000,8916396,,,,,,,,,,,,418.71,,,,,,,,,
KOR,PANALOX NO501,440595000,8916358,0.43,,,,,,,,1405.54,,,281.27,357.47,,,,,,,,
KOR,PANALOX505,440549000,8916384,,,,,,,,,1076.28,,,414.04,342.46,,,,,,,,
KOR,SAJO ALEXANDRIA,440053000,,,,,,,,,,,,,,,,2.72,,12.95,,,,1.13
KOR,SAJO COLUMBIA,441166000,,,,,,,,,,,,,,,,,,,,,,0.44
KOR,SAJO CONCORDIA,440882000,9699593,,,,,,,,,,,,,,,8.59,,25.45,,,,8.02
KOR,SAJO FAMILIA,441853000,,,,,,,,,,,,,,,,,,,,,,0.19
KOR,SAJO POSEDONIA,441930000,,,,,,,,,,,,,,,,,,,,,,0.45
KOR,SAJO POTENTIA,441675000,9587063,,,,,,,,,,,,,,,,,,,20.04,,
KOR,SEGYERO,440195000,9713973,,,,,,,,,,,,,,,,,0.23,,,,12.97
KOR,SHILLA EXPLORER,440450000,9699567,,,,,,,,,,,,,,,,,,,,,0.5
KOR,SHILLA HARVESTER,441807000,,,,,,,,,,,,,,,,1.25,,,,,,0.06
KOR,SHILLA JUPITER,441066000,9199220,,,,,,,,,,,,,,,,,,,,,2.67
KOR,SHILLA SPRINTER,441837000,9634945,,,,,,,,,,,,,,,13.34,,,,,,
KOR,SHIN YUNG 53,440628000,8815712,2.68,,,,,,,,447.19,,,,,,,,,,,,
KOR,SHINYUNG NO52,440612000,8717984,,,,,,,,,314.66,,,1642.86,850.12,,,,,,,,
KOR,SHINYUNGNO51,440604000,8714231,,,,,,,,,,,,84.84,,,,,,,,,
KOR,TERAAKA,440167000,9743423,,,,,,,,,,,,,,,,,,,,,9.0
KOR,TONINA 3,440648000,8821565,,,,,,,16.27,0.15,397.15,,,,,,,,,,,,
KOR,TONINA5,440645000,9001423,,,,,,,,,639.14,,,601.17,540.83,,,,,,1.26,,
MHL,JABBUK,538060020,9784477,43.28,,341.56,,,,,,,,,,83.33,,,3.71,156.48,,151.77,596.44,21.89
MHL,KOO'S 101   >>>>>>>>,538060007,9348120,6.79,,,,,,,,,,,,,,2.33,,0.16,,,11.21,
MHL,KOO'S 102,538060008,9349899,,,,,,,,,,,,,,,3.86,,19.41,,,0.51,
MHL,KOO'S 108,538060006,9289219,24.27,,4.18,,,,,,,,,,,,1.0,,54.86,,,,
MHL,KOO`S 103,538060023,,4.32,,17.24,,,,,,,,,,,,2.38,,,,,2.7,
MHL,LAJABWIL,538060022,9784491,96.44,,12.56,,,,,,,,,,,,317.61,,180.55,,45.61,349.87,1.61
MHL,LOMALO,538060019,9588665,12.72,,57.58,,,,,,,,,,,,,,283.8,,,120.07,32.56
MHL,LOMETO,538060016,9583419,39.58,,142.3,,,,,,,,,,,,5.3,,185.18,,,197.19,44.16
MHL,MARSHALLS 201,538060004,9206982,,,,,,,,,,,,,,,,,1.77,,,,
MHL,MARSHALLS 202,538060005,9206994,22.63,,,,,,,,,,,,,,1.09,,,,,,
MHL,SHEN LIAN CHENG 722,538060012,,3108.98,,,,,,,,,,,,,,,,,,,,
MHL,SLC 725,538060014,,795.765,,,,,,,,,,,,,,,,,,,,
MHL,SLC721,538060011,,1691.03,,,,,,,,,,,,,,,,,,,,
MHL,UNAAK,538060021,9784489,119.02,,24.34,,,,,,,,,,,,29.83,,17.51,,26.29,117.78,
NAM,HELENA NDUME,659096000,8510817,,,,,,,,,,,,,,,,,,3.72,,,
NLD,ALLANKAY,244731699,9188960,,,,,,,,,,,,,,,,,123.35,,,,28.35
NOR,BELMONDO,258071000,9951989,,,,,,,,,,,,,,,,,,,,,58.43
NOR,DON QUIJOTE,257264000,9138525,,,,,,,,,,,,,,,,,0.85,,,,
NRU,CENTURY PRIDE,544124120,9417397,,,177.39,,0.48,,,,5.25,,,,,,67.86,,7.85,,,311.74,
NRU,CENTURY RANGER,544125120,9394789,0.68,,34.04,,,,,,,,,,,1.5,,,17.92,,,28.92,
NRU,EASTERN MARINE,544112120,,5.98,,17.39,,,,,,,,,,,,9.71,,24.57,,,50.26,6.11
NRU,EASTERN STAR,544113120,8996097,9.01,,,,,,,,,,,,,,0.39,,23.53,,,2.72,
NRU,KAILE 888,544115120,9708241,,,,,,,,,,,,,,,,,32.5,,,,
NRU,KAOHSIUNG MANZAI 707,544181120,8996308,,,,,,,,,,,,,,,0.04,,72.68,,,,3.04
NRU,MALVA888,544116120,9761396,,,7.81,,,,,,,,,,,,,,,,,31.14,
NRU,MARITA 88,544117120,9720354,,,,,,,,,,,,,,,,,640.25,,,,
NRU,NAOERO STAR,544101120,8813477,,,,,,,,,,,,,,,2.24,,0.57,,,18.61,
NRU,NEW SPLENDOR,544128120,9771951,0.72,,1.16,,,,,,,,,,,,,,,,,,
NRU,OCEAN CHALLENGER,544130120,9517264,0.8,,,,,,,,,,,,,,4.31,,,,,,
NRU,OCEAN ENCOUNTER,544137120,,2.83,,26.1,,,,,,,,,,,,117.37,,404.91,,,13.45,20.68
NRU,OCEAN GALAXY,544139120,,1.4,,,,,,,,,,,,,,3.98,,,,,0.37,
NRU,OCEAN WARRIOR,544131120,9097317,46.43,,27.27,,,,,,,,,,0.32,,39.24,,52.95,,,54.42,
NRU,ORIENTAL MARINE,544114120,9217357,66.71,,11.75,,,,,,,,,,,,,,,,,20.38,
NRU,SIMBUN88,544118120,9745469,,,,,,,,,,,,,,,9.39,,98.27,,,,
NZL,KENA,512011018,,,114.38,,,,,,,,,,,,,,,,18.67,,,
NZL,NOVEMBER RAIN,512004925,,,,,0.69,,,,,,,,,,,,,,,,,
NZL,ORNEFJELD,512455000,,,,,0.61,,,,,,,,,,,,,,,,,
NZL,REEL EASY,512011092,,,140.31,,,,,,,,,,,,,,,,,,,
NZL,STARLIGHT II,512003200,,,,,,,,,,,,,,,,,,,2.92,,,
NZL,TINTIN,512011321,,,,,,,,,,,,,,,,,,,5.7,,,
PAN,RONGDAYZNG28-04,355894945,,,,,,,,,,66.67,,,,47.44,,,,,,225.62,,
PHL,BELINDA,548725000,9108946,,,,,,,,,,,,,,,,,127.93,,,,
PHL,CHENILLE,548204300,8204585,,,,,,,,,,,,,,,,,1753.23,,,,
PHL,DISCOVERY 101,548831000,8628614,,,,,0.92,,,,,,,,,,,,2655.23,,,,
PHL,DISCOVERY 105,548051500,9729295,,,,,,,,,,,,,,,,,12.88,,,,
PHL,DOLORES 873,548990500,9903190,,,,,,,,,,,,,,,,,1246.44,,,,
PHL,F/B TRESKA,548045600,7727920,,,,,,,,,,,,,,,,,2135.2,,,,
PHL,GABRIELLE LT,548057500,,,,,,,,,,,,,,,,,,124.03,,,,12.98
PHL,JASMIN 888,548954200,8822064,,,,,,,,,,,,,,,,,1669.71,,,,
