flag,vessel_name,mmsi,imo,rmi_eez_fishing_hours,tonga_eez_fishing_hours,nauru_eez_fishing_hours,vanuatu_eez_fishing_hours,hsp2_fishing_hours,hsp3_fishing_hours,hsp1_fishing_hours,usa2_eez_fishing_hours,hsp4_fishing_hours,hsp5_fishing_hours,usa_eez_fishing_hours,hsp7_fishing_hours,hsp6_fishing_hours,palau_eez_fishing_hours,fsm_eez_fishing_hours,kirbati2_eez_fishing_hours,png_eez_fishing_hours,fiji_eez_fishing_hours,tuvalu_eez_fishing_hours,kiribati1_eez_fishing_hours,solomon_islands_eez_fishing_hours
PHL,KAMILAH,548604400,,,,,,14.32,,,,,,,,,,,,332.8,,,,
PHL,LAUREN MARIE TAYLOR,548687200,8748517,,,,,,,,,,,,,,,,,1.75,,,,
PHL,NAN,548609600,,,,,,108.55,,,,,,,,,,,,,,,,
PHL,QUEEN JINA 101,548957000,9016545,,,,,,,,,,,,,,,,,7.08,,,,
PHL,QUEEN MARILOU 777,548746700,9109342,,,,,,,,,,,,,,,,,7.38,,,,
PHL,QUEEN MARILOU 888,548657700,9009736,,,,,,,,,,,,,,,,,215.11,,,,
PHL,QUEEN MARILOU 999,548817700,9033282,,,,,,,,,,,,,,,,,112.8,,,,
PHL,QUEENEVELYN-101,548201400,8747238,,,,,,,,,,,,,,,,,18.44,,,,
PHL,SOPHIA MARTINA,548058500,,,,,,,,,,,,,,,,,,1.73,,,,
PHL,SUNFLOWER 8,548799200,,,,,,,,,,,,,,,,,,274.16,,,,
PHL,VEERA,548636700,9009748,,,,,,,,,,,,,,,,,22.87,,,,
PNG,AGAROBE,553112020,,,,,,,,,,,,,,,,,,310.62,,,,
PNG,AMARYLLIS 88,553111850,8748529,,,,,,,,,,,,,,,,,747.02,,,,
PNG,CAPS NO1,553111844,,,,,,,,,,,,,,,,,,4435.73,,,,
PNG,FTV POKAJAM,553111845,,,,,,,,,,,,,,,,,,47.26,,,,
PNG,GARDENIA 888,553111789,8648028,,,,,,,,,,,,,,,,,2516.15,,,,
PNG,GOLDEN SAPPHIRE 88,553111790,8324177,,,,,,,,,,,,,,,,,2259.35,,,,
PNG,KEAUTA,553111380,,,,,,,,,,,,,,,,,,486.99,,,,
PNG,MAMORI,553111572,,,,,,,,,,,,,,,,,,462.65,,,,
PNG,MILFLORES 888,553111788,8648030,,,,,,,,,,,,,,,,,1109.76,,,,
PNG,NIUPELALIP NO8,553111643,8520185,,,,,,,,,,,,,,,,,1906.04,,,,
PNG,PURPLELILAC888,553111638,,,,,,,,,,,,,,,,,,1082.11,,,,
PNG,VIVA BEAR 707,553111997,9400265,,,,,,,,,,,,,,,,,1573.37,,,,
PNG,VIVA EAGLE 707,553111991,8974398,,,,,,,,,,,,,,,,,6.11,,,,
PNG,VIVA LION 707,553111992,9556674,,,,,,,,,,,,,,,,,39.66,,,,
PNG,VIVA WANTWANT 707,553112000,9294628,,,,,,,,,,,,,,0.32,,,262.61,,,,
PNG,WINBEST707,553111740,8996293,,,,,,,,,,,,,,,,,82.06,,,,10.14
POL,FOLLOW ME,261005266,,,,,,,,,,,,,,,,,,,2.42,,,
SLB,MARINE PIONEER,557009800,8748490,,,,,,,,,,,,,,,,,14.86,,,,194.77
SLB,RSIPV TARO,557009600,4734207,,,,,,,,,,,,,,,,,,,,,0.28
SLB,SOUTHERN SEAS 301,557005500,9764415,,,23.22,,,,,,,,,,,,2.0,,30.51,,,10.91,11.88
SLB,SOUTHERN SEAS NO302,557005600,9764427,,,226.68,,,,,,,,,,,,,,413.56,,,211.36,220.4
SLB,SOUTHERN SEAS NO303,557005700,,,,2.33,,,,,,,,,,,,,,233.37,,,7.31,179.85
SLV,MONTELUCIA,359001000,9232668,,,,,,,,,,,,0.88,,,,10.41,,,,,
TON,SUN LONG 01,570712033,,,248.08,,,,,,,,,,,,,,,,,,,
TUV,DEOLINDA,572404220,7827469,,,,,,,,,,,,,,,7.25,,,,,,
TUV,ELSPETH,572386220,7827483,,,,,,,,,,,,,,,11.02,,8.11,,,8.65,10.54
TUV,TAINA,572975210,8102921,,,,,,,,,,,,,,,3.08,,,,,,74.32
TWN,168,416881476,,,,,,,,384.47,,,,,,,,,,,,,,
TWN,52031,416002412,,,,,,,,27.95,,,,,,,,,,,,,,
TWN,AMALI,416002099,,,,,,,122.51,,,,,,,,,,,,,,,
TWN,AN WEN FA,416002799,,,,,,,969.79,0.25,,,,,,,,,,,,,,
TWN,AN WEN FA NO22,416000521,,,,,,,533.57,983.98,,,,,,,,,,,,,,
TWN,AN WEN FA NO35,416003627,,,,,,,,158.41,,,,,,,,,,,,,,
TWN,CFA26,416232900,,2674.72,,,,,,,,,,,,,,0.35,,,,,,
TWN,CFA27,416233500,,3476.36,,,,,,,,,,,,,,,,,,,,
TWN,CHAD FU CHANG,416224500,,,,,,,,124.87,,,,,,,,,,,,,,
TWN,CHANG YI NO368,416004248,,,,,,,30.9,,,42.03,,,14.96,330.64,,,,,,,,
TWN,CHANG YI NO38,416217900,,,,,,,747.43,584.07,0.16,,,,,,,,,,,,,
TWN,CHAO FA NO368,416004442,,,,,,0.41,803.62,203.07,1.37,18.89,,,498.69,,,,,,,,,
TWN,CHAO FA NO6,416221600,,,,,,556.54,,1350.0,,744.04,,,,,,,,,,,,
TWN,CHAO YI NO188,416082900,,,,,,,662.46,1.06,,,,,,224.17,,,,,,,,
TWN,CHAO YI NO368,416079500,,,,,,509.05,1099.45,70.85,,627.16,,,,,,,,,,,,
TWN,CHAO YI NO76,416000221,,,,,,,196.3,,,590.73,,,,1542.11,,,,,,0.4,,
TWN,CHARNG FU HUNG NO116,416009283,,1.76,,,,,9.29,,,,,,716.37,,,,,,,,,
TWN,CHENG JHAN HSIANG,416221900,,,,,,,,,,1187.32,,,,1106.135,,,,,,,,
TWN,CHERNG YIH MAAN,416002216,,,,,,,866.7,,,,,,,,,,,,,,,
TWN,CHI CHIH CHING NO1,416000446,,,,,,,,765.2,,,,,,,,,,,,,,
TWN,CHI CHIH CHING NO21,416000445,,,,,,,,1161.73,,,,,,,,,,,,,,
TWN,CHI FA NO1888,416005715,,,,,,,47.34,,,,,,,,,,,,15.51,,,
TWN,CHI HONG FA,416002103,,,,,,,,446.59,,,,,,,,,,,,,,
TWN,CHI HONG NO899,416004591,,,11.36,,,,25.56,,,7.21,,,8.93,,,,,,,,,
TWN,CHI HSIANG NO889,416242800,,,,,,0.16,,,,,,,195.52,,,0.18,,,,,,
TWN,CHI TSAI NO988,416002962,,,,,,,,,,,,,894.31,,,,,,,,,
TWN,CHIA CHI HSING NO10,416001829,,,,,,4.06,,24.59,,,,,,,,,,,,,,
TWN,CHIA CHUN 23,416002622,,,,,,,,224.27,,,,,,,,,,,,,,
TWN,CHIEN CHANG NO226,416342000,,0.45,,,,,,,,,,,,,,,,,,,,
TWN,CHIEN TE FA NO8,416002404,,,,,,,1339.8,,,,,,,,,,,,,,,
TWN,CHIEN YUAN MING,416004594,,,,,,3.13,33.74,2.23,,,,,,,,26.47,,6.66,,,,80.82
TWN,CHIEN YUAN MING NO88,416009012,,,,,,,638.43,115.55,,,,,,,,3295.93,,,,,,
TWN,CHIH CHI FENG NO1,416002744,,,,,,,785.79,,,,,,,,,,,,,,,
TWN,CHIH CHI HSING NO1,416000361,,,,,,,,264.2,,,,,,,,,,,,,,
TWN,CHIN CHI HSING NO2,416198700,,,,,,4428.76,,114.07,,,,,,,,,,,,,,
TWN,CHIN DONG FA NO6,416001007,,,,,,67.73,,1607.08,,,,,,,,,,,,,,
TWN,CHIN MAN FA NO 12,416002343,,,,,,385.22,1446.28,978.87,1.07,,,,,,,5.73,,,,,,
TWN,CHIN TE CHENG 166,416226700,,,,,,23.92,121.99,4.42,,,,,,,,,,,,,,
TWN,CHIN TE CHENG 188,416002467,,,,,,2391.44,231.92,461.17,,1131.52,,,,,,14.46,,,,,,
TWN,CHIN YOU MING,416232500,,,,,,,,,,,,,27.47,,,,,,,,,
TWN,CHIN YOU WEN,416122800,,,,,,,0.29,,,,,,94.76,,,,,,,,,
TWN,CHIN YU CHENG NO,416002131,,,,,,,,31.54,,,,,,,,,,,,,,
TWN,CHING CHENG FU NO66,416004049,,,,,,333.02,,0.15,,460.3,,,,2555.97,,,,,,0.1,,
TWN,CHING CHUEN FA NO10,416002888,,,,,,,,842.17,,,,,,,,,,,,,,
TWN,CHING TSAI FA NO11,416000344,,,,,,,976.62,262.77,,,,,,,,,,,,,,
TWN,CHINLONGFA,416001833,,,,,,,684.65,478.07,2.1,,,,,,,,,,,,,
TWN,CHIUANFACHENG NO166,416211600,,3.31,,,,,293.76,16.91,1.45,,,,,,,,,,,,,
TWN,CHU HUAI NO 668,416002274,,,,,,265.15,1023.89,221.39,,884.15,,,,,,,,,,,,
TWN,CHU HUAI NO888,416218800,,,,,,108.08,,,,540.93,,,538.81,420.42,,19.02,,,,,1.09,
TWN,CHUAN FA SHIAN 288,416008422,,,,,,7.12,,,,28.1,,,1545.79,516.7,,,,,,13.46,,
TWN,CHUAN FA SHIAN NO88,416002948,,,,,,,,,,,,,1046.9,574.38,,,,,,,,
TWN,CHUAN HSIANG NO368,416002469,,,,,,163.57,,,,324.78,,,41.41,177.14,,0.1,,,,2.17,,
TWN,CHUAN HSIANG NO866,416002585,,,,,,,,,,56.62,,,1165.93,134.39,,,,,,,,
TWN,CHUAN HSIN NO128,416213800,,,,,,,1947.25,1.71,,100.02,,,,,,,,,,,,
TWN,CHUAN SHYANG NO22,416004341,,,,,,,,,,386.6,,,1626.63,197.22,,,,,,0.07,,
TWN,CHUAN SHYANG NO98,416002586,,,,,,,,,,152.32,,,1701.51,319.83,,,,,,0.65,,
TWN,CHUN I NO11,416005188,,,,,,,,,,,,,,,,,,,0.93,,,
TWN,CHUN I NO12,416005220,9819791,,,,,1.51,,,,,,,,,,,,6.31,,,,
TWN,CHUN I NO218,416174900,,,,,,,,,,,,,,,,,,,1.04,,,
TWN,CHUNG YIH,416002614,,,,,,,,8.44,,,,,,,,,,,,,,
TWN,CHYUAN LIANG FA,416002173,,,,,,,244.14,31.71,,,,,,,,,,,,,,
TWN,CHYUAN LIANG FA 228,416003306,,,,,,,1035.83,15.46,,,,,,,,,,,,,,
TWN,CHYUAN LIANG FA NO2,416000702,,,,,,,,1847.33,,,,,,,,,,,,,,
TWN,CHYUAN YEOU TSAIRNO1,416002526,,,,,,,,1084.72,,,,,,,,,,,,,,
TWN,CHYUANYEOUTSAIRNO16,416002415,,,,,,,,122.81,,,,,,,,,,,,,,
TWN,CHYUANYEOUTSAIRON16,416002415,,,,,,,,1007.28,,,,,,,,,,,,,,
TWN,CING YI WANG NO3,416002121,,,,,,,,354.23,,,,,,,,,,,,,,
TWN,CT4-4398,416000286,,,,,,,,39.59,,,,,,,,,,,,,,
TWN,CYUAN SHENG FA,416001054,,,,,,,,538.6999999999999,,,,,,,,,,,,,,
TWN,DAH FENG CHYUN,416001476,,,,,,,,218.17,,,,,,,,,,,,,,
TWN,DAR TSAI FA,416003224,,,,,,,,107.43,,,,,,,,,,,,,,
TWN,DE CHAN,416004662,,,,,,,,,,140.47,,,404.29,810.61,,,,,2.8,2.24,,
TWN,DE CHAN NO116,416251500,,,,,,,,,,,,,335.07,912.49,,,5.75,,3.12,,3.41,
TWN,DE CHAN NO26,416247500,,5.46,,,,,36.11,,,,,,153.6,811.38,,8.67,,,55.4,,0.63,
TWN,DE CHAN ON44,416004887,,0.99,,,,,55.5,,,,,,141.91,375.33,,,,,18.19,,,
TWN,DE YU NO26,416229600,,,,,,,,,,,,,692.56,849.83,,,,,61.05,,,
TWN,DER CHENG,416003636,,,,,,620.94,,81.9,,,,,,,,,,,,,,
TWN,DONG SHENG FU NO27,416003418,,,,,,,,527.5,,,,,,,,,,,,,,
TWN,DONG SHENG JYI NO 16,416002096,,,,,,,1286.69,1.0,,,,,,,,,,,,,,
TWN,ESSIEN,416052600,,,,,,,6.48,,,,,,,,,,,,,,,
TWN,FAIR BRAVO 707,416004728,9738703,,,65.91,,,,,,,,,,,,15.58,,1310.15,,,23.63,119.08
TWN,FAIR WELL NO707,416004831,8996346,,,,,,,,,,,,,,,,,247.04,,,,
TWN,FENG YU QUN,416229700,,,,,,,255.13,,,,,,,,,,,,,,,
TWN,FISH YUA MAN,416001733,,,,,,,,728.08,,,,,,,,,,,,,,
TWN,FONG KUO #889,416238800,9674244,,,,,,,,,,,,,,,1.31,,10.46,,,1.55,0.87
TWN,FONG KUO NO688,416253900,9764271,19.87,,7.57,,,,,,,,,,,,2.44,,6.94,,,14.39,5.79
TWN,FONG KUO NO828,416242900,9712137,,,,,,,,,,,,,,,14.44,,,,,,
TWN,FONG KUO NO866,416411000,8748646,,,,,,,,,,,,,,,3.04,,,,,,
TWN,FONG KUO NO:188,416243600,,,,3.15,,,,,,,,,,,,42.71,,20.1,,,3.16,
TWN,FONG KUO NO:189,416243700,,,,,,,,,,,,,,,,8.73,,1.56,,,3.35,
TWN,FU LONG  SHUN,416002143,,,,,,,,,,,,,1421.62,407.45,,,,,,,,
TWN,FU SHENG JIN,416000846,,,,,,,,128.72,,,,,,,,,,,,,,
TWN,FU YUAN NO2,416168600,,,,,,,,,,,,,16.09,,,,,,,,,
TWN,FUH AN NO 1,416000373,,,,,,,,933.2,,,,,,,,,,,,,,
TWN,FUN SHYANG NO2,416002101,,,,,,,,476.0,,,,,,,,,,,,,,
TWN,FURE CHYUN NO12,416000853,,,,,,,,2231.19,,,,,,,,,,,,,,
TWN,FURE MAAN CHYUN,416000819,,,,,,,,646.04,,,,,,,,,,,,,,
TWN,FURE MAAN CHYUN NO56,416002363,,,,,,,,1019.37,,,,,,,,,,,,,,
TWN,FWU MAAN CHYUN NO56,416002363,,,,,,,,69.18,,,,,,,,,,,,,,
TWN,FWU TSAIR YIH NO1,416002747,,,,,,,2085.51,,,,,,,,,,,,,,,
TWN,GOANG SHING LIH,416000222,,,,,,,,920.79,,,,,,,,,,,,,,
TWN,GOANG SHING LIH NO6,416002142,,,,,,,,467.3233333333333,,,,,,,,,,,,,,
TWN,HAI CHIEN HSING,416002441,,1.99,,,,,2071.37,31.05,24.42,1473.94,,,,,,,,,,,,
TWN,HAI CHIEN HSING NO2,416002922,,,,,,84.08,2799.58,29.04,,248.45,,,,,,4.01,,,,,,
TWN,HAI JYI CHENG NO1,416002934,,,,,,,,4338.48,,,,,,,,,,,,,,
TWN,HAI TE HSING NO23,416001271,,,,,,,,914.13,,,,,,,,,,,,,,
TWN,HE SHUN  NO 6,416002995,,,,,,175.83,,231.94,,,,,,,,,,,,,,
TWN,HE SHUN NO3,416002941,,,,,,434.94,465.49,1283.65,,,,,,,,,,,,,,
TWN,HER HAE,416214700,,,,,,,1579.75,,,,,,,442.03,,,,,,,,
TWN,HER HAE 38A,416003472,,,,,,,1048.86,10.89,,,,,,,,,,,,,,
TWN,HER HAE NO 26,416003413,,,,,,,672.63,17.41,,,,,,482.8,,,,,,,,
TWN,HER HAE NO38,416003472,,,,,,,700.9,0.28,,,,,,,,,,,,,,
TWN,HO LINE TSAI,416000292,,,,,,,,0.52,,,,,,,,,,,,,,
TWN,HON HAI NO239,416217800,,,,,,,,870.09,,,,,,,,,,,,,,
TWN,HON YUN NO23,416002443,,,,,,,1487.09,,,,,,,,,,,,,,,
TWN,HONG AN NO2,416086600,,,,,,,,,,,,,129.04,,,,,,,,,
TWN,HONG XIN NO112,416001008,,9.1,,,,39.68,1593.32,405.51,,60.38,,,904.69,,,,,,,,1.78,
TWN,HOU CHUN NO1,416032700,,,,,,,,,,0.9,,,,,,,,,9.0,,,
TWN,HSIEH FENG NO788,416248600,9789582,71.41,,71.71,,,,,,,,,,,,,,30.83,,,365.45,17.66
TWN,HSIEH FENG NO789,416248700,9804265,,,153.85,,,,,,,,,,,,,,265.63,,,378.21,161.41
TWN,HSIN MING TSAI NO6,416154700,,,,,,2615.01,,1517.89,,,,,,,,,,,,,,
TWN,HSIN YU FU NO111,416002174,,,,,,,,215.13,,,,,,,,,,,,,,
TWN,HSING FA CHENG NO10,416000466,,,,,,,,644.54,,,,,,,,,,,,,,
TWN,HSING MAN HSIANG,416002112,,,,,,,,2216.87,,,,,,,,,,,,,,
TWN,HUANG YU,416869000,,,,,,,,,,,,,0.61,,,,,,,,,
TWN,HUNG SHING NO112,416249600,,,,,,,,,,359.85,,,,,,,,,,,,455.32
TWN,HUNG WEN NO322,416005836,,,,,,,74.24,,,,,,,579.31,,,,,,,,
TWN,HUNG YI NO2,416171600,,,,,,,,56.53,,,,,,,,,,,,,,
TWN,JENN FENG YI NO1,416000137,,,,,,,378.12,,,,,,,,,,,,,,,
TWN,JHAO FONG 11,416004048,,,,,,,,30.9,,,,,,,,,,,,,,
TWN,JHIH JI MING,416000299,,,,,,,,886.94,,,,,,,,,,,,,,
TWN,JI FU FA,416000943,,,,,,,,509.82,,,,,,,,,,,,,,
TWN,JI FU FA,416003701,,,,,,,,86.91,,,,,,,,,,,,,,
TWN,JI FU NO68,416002981,,,,,,,1764.5,96.94,,,,,,,,,,,,,,
TWN,JIA SHUN LI NO 6,416000313,,,,,,,,411.32,,,,,,,,,,,,,,
TWN,JIA YU FA,416000212,,,,,,,724.81,,,,,,,,,,,,,,,
TWN,JIANN FURE CHYUN NO1,416002109,,,,,,,,139.04,,,,,,,,,,,,,,
TWN,JIANN SHENG WANG 3,416002648,,,,,,,,81.43,,,,,,,,,,,,,,
TWN,JIANNSHENGWANG NO3,416002648,,,,,,,,428.62,,,,,,,,,,,,,,
TWN,JIH CHUN TSAI NO6,416000374,,,,,,,,62.12,,,,,,,,,,,,,,
TWN,JIH YU 568,416006468,9923645,,,,,,,1.8,,,,,,,,114.42,,75.69,,,,4.73
TWN,JIH YU NO168,416004000,9794745,20.54,,,,,,,,,,,,,,3.03,,,,,,
TWN,JIH YU NO668,416244500,9732876,,,,,,,,,,,,,,,249.71,,,,,,
TWN,JIH YU NO868,416247900,9781542,14.39,,,,,,,,,,,,,,,,2.76,,,10.38,
TWN,JIH YU NO968,416240900,9680164,13.33,,,,,,,,,,,,,,0.62,,,,,,
TWN,JIH YU NO:768,416247600,9765976,24.23,,,,,,,,,,,,,,,,,,,3.73,0.43
TWN,JIN CHANG NO21,416004687,,,,,,,849.86,,,,,,,,,,,,,,,
TWN,JIN CHIN FU NO26,416004687,,,,,,159.6,2244.57,,,,,,,,,,,,,,,
TWN,JIN CHIN FU NO36,416004675,,2.55,,,,,490.83,,,,,,,,,,,,,,,
TWN,JIN CHING FA,416000447,,,,,,269.78,,2.33,,,,,,,45.18000000000001,,,,,,,
TWN,JIN CHUAN YI,416001567,,,,,,1179.89,,511.05,,2045.88,,,,,,,,,,,,
TWN,JIN DE MAN NO1,416004214,,,,,,6.13,,,,41.8,,,,1036.17,,,,4.83,7.81,,,
TWN,JIN FONG SHUUN,416785000,,,,,,,,0.25,,,,,,,,,,,5.33,,,
TWN,JIN FU SHIANG NO36,416003561,,,,,,170.35000000000002,793.18,71.65,,727.3050000000001,,,,,,0.425,,,,,,195.08
TWN,JIN FU YI,416199500,,,,,,,652.05,551.52,,,,,,,,,,,,,,
TWN,JIN HAE FUN NO368,416002298,,,,,,,120.25,,,,,,,,,,,,,,,
TWN,JIN HO NO33,416070700,,,,,,,517.26,192.42,0.25,,,,,,,,,,,,,
TWN,JIN HSIANG FA,416077500,,,,,,,1564.18,,15.38,1713.68,,,,,,,,,,,,
TWN,JIN HSIANG MAN,416221800,,,,,,977.34,,185.98,,934.925,,,,,,,,,,,,
TWN,JIN HSIANG WANG,416004759,,,,,,,,11.38,,763.04,,,,2327.08,,6.09,,,,,1.52,
TWN,JIN HUNG CHENG,416004098,,,,,,796.79,,,,1509.53,,,609.82,1058.44,,,,,,30.71,23.47,
TWN,JIN HUNG HSIAANG,416002446,,,,,,,682.55,,,,,,642.13,878.51,,,1.05,,,,,
TWN,JIN HUNG MAN,416222700,,,,,,,,,,930.82,,,,3252.62,,,,,,,6.59,
TWN,JIN JAAN SHYANG 37,416000275,,,,,,,,741.86,,,,,,,,,,,,,,
TWN,JIN JAAN SHYANG NO2,416000369,,,,,,,,898.77,,,,,,,,,,,,,,
TWN,JIN JAAN SHYANG NO68,416002149,,,,,,,,912.55,,,,,,,,,,,,,,
TWN,JIN JAAN SHYANG NO8,416002147,,,,,,,556.49,688.76,,,,,,,,,,,,,,
TWN,JIN JAAN SHYANGNO168,416002231,,,,,,,573.96,287.85,,,,,,,,,,,,,,
TWN,JIN JIIN YI NO36,416004085,,,,,,,,,,,,,,,,,,,,,,3767.27
TWN,JIN JINN YI NO16,416000235,,,,,,,,,,,,,,,,,,,,,,4481.13
TWN,JIN JINN YI NO26,416003089,,,,,,,,,,78.76,,,,,,,,,,,,3894.34
TWN,JIN JINN YI NO268,416003074,,,,,,,,,,77.86,,,,,,,,,,,,5339.71
TWN,JIN JINN YI NO626,416003741,,,,,,,,,,,,,,,,,,,,,,7.38
TWN,JIN JINN YI NO66,416234900,,,,,,,,,,,,,,,,,,,,,,3904.31
TWN,JIN JINN YI NO668,416217500,,,,,,,,,,59.35,,,,,,,,,,,,2723.69
TWN,JIN JINN YI NO818,416009372,,,,,,,,,,41.84,,,,,,,,,,,,1513.34
TWN,JIN JINN YI NO828,416004246,,,,,,,,,,,,,,,,,,,,,,2654.17
TWN,JIN LIANG MAN NO18,416004389,,,,,,,,2123.72,,,,,,,,,,,,,,
TWN,JIN LONG YU NO128,416001965,,,,,,,1225.86,,,,,,,,,,,,,,,
TWN,JIN MAAN SHYANG NO12,416000358,,,,,,,391.95,1804.45,,,,,,,,,,,,,,
TWN,JIN MAN FU NO10,416004375,,,,,,2809.1,1070.29,368.34,,,,,,,,,,,,,,
TWN,JIN MAN XIANG NO36,416002938,,,,,,,2594.92,2.06,,,,,,,,,,,,,,
TWN,JIN MING CAI NO6,416002724,,,,,,,278.33,,,,,,,,,,,,,,,
TWN,JIN SHUN NO88,416004342,,,,,,1198.97,3063.08,328.49,,,,,,,,,,,,,,
TWN,JIN SHUN YI NO1,416002596,,,,,,,,,,1261.71,,,,3988.92,,,,,14.82,,1.56,
TWN,JIN SING SHYANG NO11,416003484,,,,,,,408.845,0.25,0.75,,,,,,,,,,,,,
TWN,JIN SING SHYANG NO13,416000461,,,,,,1294.48,,17.62,,2336.64,,,,,3.83,0.78,,,,,,
TWN,JIN SING SHYANG NO7,416002904,,,,,,,980.16,108.7,,,,,,,,,,,,,,
TWN,JINN FWU TSAIR NO66,416002291,,,,,,1045.5,,1010.73,,,,,,,,,,,,,,
TWN,JINN JI SHYANG NO22,416002105,,,,,,,183.71,,,,,,,,,,,,,,,
TWN,JINN JYI CHYUNG 268,416000519,,,,,,,362.4,304.02,,,,,,,,,,,,,,
TWN,JINN YING LIH,416002481,,,,,,,,995.55,,,,,,,,,,,,,,
TWN,JIUN FWU SHING,416004478,,,,,,,,355.63,,,,,,,,,,,,,,
TWN,JUE DER NO112,416249600,,,,,,,,,,,,,,,,,,,,,,2898.84
TWN,JUNG CHENG FA 25,416888632,,,,,,,,1815.52,,,,,,,,,,,,,,
TWN,JUNG CHENG FA NO25,416000632,,,,,,,,1860.94,,,,,,,,,,,,,,
TWN,JYI TSAIR NO28,416001052,,,,,,,,448.41,,,,,,,,,,,,,,
TWN,KAI SHENG,416003814,,,,,,391.08,,556.15,,3027.76,,,,,,,,,,,,
TWN,KUN CHI CHAI,416003158,,,,,,,,117.88,,,,,,,,,,,,,,
TWN,LI CHENG NO28,416127500,,,,,,,969.75,,,,,,,,,,,,,,,
TWN,LI HUNG NO666,416002591,,,,,,,,43.81,,60.64,190.99,,,1390.84,,,,,0.21,1.93,,
TWN,LI HUNG NO868,416127800,,,,,,832.77,,334.26,,1295.39,,,,,,0.54,,,,,,
TWN,LIAN CHENG FA NO6,416000636,,,,,,,,126.39,,,,,,,,,,,,,,
TWN,LIAN JI FA NO212,416216800,,,,,,,,,,,,,248.62,,,,,,,,,
TWN,LIAN SHENG CHYUN,416000199,,,,,,,,805.85,,,,,,,,,,,,,,
TWN,LIAN SHENG NO168,416004421,,,,,,,,5.17,,337.8,,,,1291.64,,8.96,,,,1.05,,
TWN,LIAN SHENG NO369,416005370,,,,,,,,,,2306.18,,,,1513.27,,,,,,16.22,,
TWN,LIAN YEOU YI,416002099,,,,,,,176.9,,,,,,,,,,,,,,,
TWN,LIAN YI HSING NO12,416001084,,,,,,609.07,846.38,577.155,,,,,,,,3.45,,,,,,
TWN,LIEN CHI FA NO98,416002695,,,,,,,,34.94,,447.05,,,,,,,,,,,,
TWN,LIEN RUEY FA NO12,416003187,,,,,,,,1000.25,,,,,,,,,,,,,,
TWN,LIEN YU CHUN 23,416002946,,28.21,,,,,1140.1,,2.64,,,,,,,,,,,,,
TWN,LONG DER SHING,416002835,,,,,,,,92.28,,,,,,,,,,,,,,
TWN,LONG SHENG MAAN,416000418,,,,,,,,71.47,,,,,,,,,,,,,,
TWN,LONG SHING YU NO3,416003867,,,,,,,,170.16,,,,,,,,,,,,,,
TWN,LONG SOON NO886,416353000,,,,,,,,,,,,,324.52,,,,,,,,,
TWN,LUNG SOON NO212,416119900,,,,,,,,,,,,,5.51,,,,,,,,,
TWN,MAAN DAH FENG NO2,416003357,,,,,,,,358.44,,,,,,,,,,,,,,
TWN,MAAN FENG JINN,416002535,,,,,,,,139.31,,,,,,,,,,,,,,
TWN,MAAN FONG NO 86,416000495,,,,,,,,12.17,,,,,,,,,,,,,,
TWN,MAAN FONG NO268,416000469,,,,,,1897.25,,363.53,,1007.0,,,,,,8.4,,,,,,
TWN,MAAN HSING CHYUU,416000196,,,,,,,0.22,,,,,,,,,,,,,,,
TWN,MAAN JYH FWU,416002967,,,,,,,,229.28,,,,,,,,,,,,,,
TWN,MAAN LIAN FA NO2,416002983,,,,,,,,520.26,,,,,,,,,,,,,,
TWN,MAAN SHIN CHYEN,416000202,,,,,,,,387.56,,,,,,,,,,,,,,
TWN,MAAN YIH FENG NO16,416000804,,,,,,82.55,,31.53,,,,,817.57,,,3.49,,,,,,
TWN,MAAN YIH FENG NO26,416000476,,,,,,,154.78,2.01,,,,,87.08,,,,,,,,,
TWN,MAAN YIH FENG NO266,416222500,,,,,,,44.65,,,,,,654.6,,,,,,,,,
TWN,MAAN YU FENG 3,416003009,,4.16,,,,,642.985,,,,,,,222.5,,,,,,,1.86,
TWN,MAAN YU FENG 368,416003703,,18.42,,,,,888.86,,,309.89,,,,1.64,,,,,,,,
TWN,MAAN YU FENG NO02,416002151,,,,,,,1352.53,,,,,,,,,,,,,,,
